$BUILT 2023-04-05 14:30:52
:Group-0: 224 1152
:Group-0: 256 1152
:Group-0: 288 1152
:Group-0: 320 1152
:Group-0: 352 1152
:Group-0: 384 1152
:Group-0: 416 1152
:Group-0: 512 1152
:Group-0: 544 1152
:Group-0: 576 1152
:Group-0: 608 1152
:Group-0: -32 1152
:simon/tapir/128: 512 896
:Group-0: -192 1152
:simon/tapir/128: 0 1024
:simon/tapir/128: 0 896
:simon/tapir/128: 512 768
:simon/tapir/128: 512 640
:simon/tapir/128: 0 768
:simon/tapir/128: 0 640
:simon/tapir/128: 512 512
:simon/tapir/128: 512 384
:simon/tapir/128: 0 512
:simon/tapir/128: 0 384
:simon/tapir/128: 512 256
:simon/tapir/128: 512 128
:simon/tapir/128: 0 256
:simon/tapir/128: 0 128
:Group-0: 480 1152
:Group-0: 448 1152
