$BUILT 2023-02-12 16:12:46
:raymanni/toys/soldier_2: 112 864
:simon/oriental/branch2: 88 904 frr
$BEGIN_TILE_GROUP 2
:raymanni/holiday/cane_mid: 32 0 r
:raymanni/holiday/cane_mid: 64 0 r
:raymanni/holiday/cane_mid: 0 0 r
:raymanni/holiday/cane_mid: 96 0 r
$END_TILE_GROUP
:Group-2: 672 584
$BEGIN_TILE_GROUP 3
:geoo/construction/concrete/016h: 0 0
:raymanni/holiday/plank_broken: 0 0 d
$END_TILE_GROUP
$BEGIN_TILE_GROUP 4
:Group-2: 0 0
:Group-3: 0 0 d
$END_TILE_GROUP
:Group-4: 672 632
:geoo/construction/platformbrick_single: 992 652 rrr
:simon/tapir/016a: 784 584 d
:simon/tapir/016a: 784 632 d
:simon/tapir/016d: 672 584 d
$BEGIN_TILE_GROUP 5
:geoo/construction/platform.S: 0 0
:geoo/construction/platform.S: 32 0
$END_TILE_GROUP
$BEGIN_TILE_GROUP 6
:Group-5: 0 0
:Group-5: 64 0
$END_TILE_GROUP
$BEGIN_TILE_GROUP 7
:Group-6: 0 0
:Group-6: 128 0
$END_TILE_GROUP
:Group-7: 832 32
$BEGIN_TILE_GROUP 8
:geoo/sandstone/8x16: 0 96
:geoo/sandstone/8x16: 0 0
:geoo/sandstone/8x16: 0 16
:geoo/sandstone/8x16: 0 32
:geoo/sandstone/8x16: 0 48
:geoo/sandstone/8x16: 0 64
:geoo/sandstone/8x16: 0 80
$END_TILE_GROUP
$BEGIN_TILE_GROUP 9
:Group-8: 0 0
:Group-8: 64 0 frr
$END_TILE_GROUP
:Group-9: 0 520
:Group-9: 0 632
:Group-9: 0 744
$BEGIN_TILE_GROUP 10
:geoo/sandstone/8x16: 0 0
:geoo/sandstone/8x16: 0 16
$END_TILE_GROUP
:Group-10: 0 856
:Group-9: 0 408
:geoo/sandstone/8x16: 64 464 d
:geoo/sandstone/8x16: 64 480 d
:geoo/sandstone/8x16: 64 496 d
:simon/oriental/bonsai: 0 -16 rr
:raymanni/toys/letter_2: 128 -8 rr
:green-frisbee/warning-factorial: 344 848
:raymanni/holiday/cane_mid: 616 912 r
:green-frisbee/warning-factorial: 632 848
:geoo/construction/platform.S: 336 384
:geoo/construction/stairs_ru_8.S: 368 376
:geoo/construction/stairs_ru_8.S: 384 368
:geoo/construction/stairs_ru_8.S: 392 364
:geoo/construction/platform.S: 344 384
:green-frisbee/cracker-violet: 1048 -32
:raymanni/toys/cracker: 1024 -32
:green-frisbee/cracker-violet: 1000 -32
:raymanni/toys/cracker: 976 -32
:green-frisbee/cracker-violet: 952 -32
:raymanni/toys/cracker: 928 -32
:green-frisbee/cracker-violet: 904 -32
:raymanni/toys/cracker: 880 -32
:green-frisbee/cracker-violet: 856 -32
:raymanni/toys/cracker: 832 -32
:green-frisbee/cracker-violet: 808 -32
:green-frisbee/first-time-solvable: 720 488
